Duyan-duyan,1102
E. Rodriguez ,1102
Kamias,1102
Quirino Dist. (Proj. 2 & 3),1102
Silangan,1102
Kamuning,1103
Langing Handa,1103
Obrero,1103
Paligsahan,1103
Roxas District,1103
Sacred Heart,1103
South Triangle,1103
Damayan,1104
Mariblo,1104
Nayon Kaunlaran,1104
Paraiso,1104
Phil-am,1104
Santa Cruz,1104
Talayan,1104
Bagong Pag-asa,1105
Bungad,1105
Del Monte,1105
Katipunan,1105
Paltok,1105
Project 7,1105
R. Magsaysay,1105
San Antonio,1105
Sto. Cristo,1105
Veterans Village,1105
Apolonio Samson,1106
Baesa,1106
Bahay Toro,1106
Balumbato,1106
Project 8,1106
Salumbato,1106
Unang Sigaw,1106
New Era,1107
Pasong Tamo,1107
Loyola Heights,1108
Pansol,1108
Bagong Buhay,1109
Bayanihan,1109
Blue Ridge,1109
Cubao,1109
Dioquino Zobel,1109
Escopa,1109
Mangga,1109
Marilag,1109
Masagana,1109
Milagrosa,1109
Project 4,1109
San Roque,1109
Socorro,1109
Tagumpay,1109
Villa Maria Clara,1109
Bagong Bayan,1110
Camp Aguinaldo,1110
Libis,1110
St. Ignatius,1110
Talampas,1110
Ugong Norte,1110
Bagong Lipunan,1111
Crame,1111
Immaculate Concepcion,1111
Kaunlaran,1111
Pinagkaisahan,1111
St. Martin De Porres,1111
Damayan Lagi,1112
Horseshoe,1112
Kalusugan,1112
Kristong Hari,1112
Mariana,1112
Valencia,1112
Doña Imelda,1113
Don Manuel,1113
Doña Aurora,1113
Doña Josefa,1113
Gantol,1113
San Isidro,1113
Sto. Nino,1113
Tatalon,1113
Gintong Silahis,1114
La Loma,1114
Lourdes,1114
Maharlika,1114
Matalahib,1114
Paang Bundok,1114
Salvacion,1114
San Isidro Labrador,1114
Santa Teresita,1114
Sienna,1114
St. Peter,1114
Balingasa,1115
Damar,1115
Manresa,1115
Masambong,1115
Pag-ibig Sa Nayon,1115
San Jose,1115
Bagbag,1116
San Bartolome,1116
Sangandaan,1116
Sauyo,1116
Talipapa,1116
Tandang Sora,1116
Capri,1117
Gulod,1117
San Agustin,1117
Santa Lucia,1117
Santa Monica,1117
Fairview,1118
Pasong Putik,1118
Bagong Silangan,1119
Matandang Balara,1119
Payatas,1119
BF Homes,1120
Commonwealth,1121
Fairview North,1121
Novaliches Proper,1121
Fairview South,1122
Damong Maliit,1123
Kaligayahan,1124
Doña Faustina Subd,1125
Nagkaisang Nayon,1125
Batasan Hills,1126
Capitol Hills/Park,1126
Holy Spirit,1127
Culiat,1128
Vasra,1128
SAN JUAN CITY,
San Juan CPO,1500
Greenhills PO,1502
Greenhills North,1503
Eisenhower-Crame,1504
TAGUIG CITY,
Bicutan Western,1630
Bicutan,1631
Bicutan Lower,1632
Bicutan Upper,1633
Nichols - Mckinley,1634
Bonifacio Global City,1635
Bay Breeze Exec. Village,1636
Tuktukan,1637
Ligid,1638
Ususan,1639
VALENZUELA CITY,
Valenzuela CPO - Malinta,1440
Karuhatan,1441
Fortune Vil. - Paso De Blas - Gen. T. De Leon,1442
Dalandan - West Canumay,1443
Arkong Bato-Rincon-Pasolo-Malanday-Mabolo-Polo,1444
Balangkas-Caloong,1445
Lingunan,1446
East Canumay - Lawang Bato Pun,1447
Mapulang Lupa,1448
Valenzuela P.O. Boxes,1469
,
*** NOTHING FOLLOWS ***,
