REGION 1 - ILOCOS REGION,,
ILOCOS NORTE,,
Bautista,2424,
Alcala,2425,
Sto. Tomas,2426,
Villasis,2427,
Urdaneta,2428,
Mapandan,2429,
Manaoag,2430,
San Jacinto,2431,
Mangaldan,2432,
San Fabian,2433,
Sison,2434,
Pozorrubio,2435,
Binalonan,2436,
Laoac,2437,
San Manuel,2438,
Asingan,2439,
Sta. Maria,2440,
Rosales,2441,
Balungao,2442,
Umingan,2443,
San Quintin,2444,
Tayug,2445,
Natividad,2446,
San Nicolas,2447,
REGION 2 - CAGAYAN VALLEY,,
BATANES,,
Basco,3900,
Mahatao,3901,
Ivana,3902,
Uyugan,3903,
Sabtang,3904,
Itbayat,3905,
CAGAYAN,,
Tuguegarao City,3500,
Enrile,3501,
Peñablanca,3502,
Solana,3503,
Iguig,3504,
Amulung,3505,
Baggao,3506,
Alcala,3507,
Gattaran,3508,
Lal-lo,3509,
Camalaniugan,3510,
Buguey,3511,
Sta. Teresita,3512,
Gonzaga,3513,
Sta. Ana,3514,
Aparri,3515,
Ballesteros,3516,
Abulug,3517,
Sanchez Mira,3518,
Claveria,3519,
Calayan,3520,
Sta. Praxedes,3521,
Pamplona,3522,
Allacapan,3523,
Lasam,3524,
Sto. Niño,3525,
Rizal,3526,
Piat,3527,
Tuao,3528,
ISABELA,,
City of Ilagan,3300,
Gamu,3301,
Naguillan,3302,
Reina Mercedes,3303,
Luna,3304,
City of Cauayan,3305,
Alicia,3306,
Angadanan,3307,
San Guillermo,3308,
Echague,3309,
San Isidro,3310,
Santiago CIty,3311,
Cordon,3312,
Jones,3313,
San Agustin,3314,
Cabatuan,3315,
Aurora,3316,
San Manuel,3317,
San Mateo,3318,
Ramon,3319,
Roxas,3320,
Quirino,3321,
Burgos,3322,
Mallig,3323,
Quezon,3324,
Tumauini,3325,
Delfin Albano,3326,
Sto. Tomas,3327,
Cabagan,3328,
San Pablo,3329,
Sta. Maria,3330,
Benito Soliven,3331,
San Mariano,3332,
Maconacon,3333,
Palanan,3334,
Divilacan,3335,
Dinapigue,3336,
NUEVA VIZCAYA,,
Bayombong,3700,
Ambaguio,3701,
Bambang,3702,
Kasibu,3703,
Aritao,3704,
Sta. Fe,3705,
Dupax del Norte,3706,
Dupax del Sur,3707,
Kayapa,3708,
Solano,3709,
Villaverde,3710,
Bagabag,3711,
Diadi,3712,
Quezon,3713,
Alfonso Castañeda,3714,
QUIRINO,,
Cabarroguis,3400,
Diffun,3401,
Saguday,3402,
Aglipay,3403,
Maddela,3404,
Nagtipunan,3405,
REGION 3 - CENTRAL LUZON,,
AURORA,,
Baler,3200,
San Luis,3201,
Maria Aurora      ,3202,
Dipaculao,3203,
Casiguran,3204,
Dilasag,3205,
Dinalungan,3206,
Dingalan,3207,
BATAAN,,
,,
Balanga,2100,
Pilar,2101,
Orion,2102,
Limay,2103,
Lamao,2104,
Mariveles,2105,
Bataan Export Processing Zone,2106,
Bagac,2107,
Morong,2108,
Cabcaben,2109,
Dinalupihan,2110,
Hermosa,2111,
Orani,2112,
Samal,2113,
Abucay,2114,
BULACAN,,
Malolos,3000,
Paombong,3001,
Hagonoy,3002,
Calumpit,3003,
Plaridel,3004,
Pulilan,3005,
Baliuag,3006,
Bustos,3007,
San Rafael,3008,
Doña Remedios Trinidad,3009,
San Ildefonso,3010,
San Miguel,3011,
Angat,3012,
Norzagaray,3013,
Pandi,3014,
Guiguinto,3015,
Balagtas,3016,
Bulacan,3017,
Bocaue,3018,
Marilao,3019,
Meycauayan,3020,
Obando,3021,
Sta. Maria,3022,
San Jose Del Monte,3023,
Sapang Palay,3024,
Cruz na Daan,3025,
NUEVA ECIJA,,
Cabanatuan City,3100,
Sta. Rosa,3101,
San Leonardo,3102,
Peñaranda,3103,
Gen. Tinio,3104,
Gapan City,3105,
San Isidro,3106,
Cabiao,3107,
San Antonio,3108,
Jaen,3109,
Zaragoza,3110,
Aliaga,3111,
Licab,3112,
Quezon,3113,
Talavera,3114,
Guimba,3115,
Nampicuan,3116,
Cuyapo,3117,
Talugtog,3118,
Muñoz,3119,
Central Luzon State University,3120,
San Jose City,3121,
Lupao,3122,
Carrangalan,3123,
Pantabangan,3124,
Gen. M. Natividad,3125,
Llanera,3126,
Rizal,3127,
Bongabon,3128,
Laur,3129,
Fort Magsaysay,3130,
Gabaldon,3131,
Palayan City,3132,
Sto. Domingo,3133,
PAMPANGA,,
San Fernando,2000,
Bacolor,2001,
Sta. Rita,2002,
Guagua,2003,
Sexmoan,2004,
Lubao,2005,
Floridablanca,2006,
Basa airbase,2007,
Porac,2008,
Angeles City,2009,
Mabalacat,2010,
Magalang,2011,
Arayat,2012,
Candaba,2013,
San Luis,2014,
San simon,2015,
Apalit,2016,
Masantol,2017,
Macabebe,2018,
Minalin,2019,
Sto. Tomas,2020,
Mexico,2021,
Sta. Ana,2022,
"CSEZ, Clark",2023,
Balibago,2024,
"Sta. Cruz, Lubao",2025,
"Dau, Mabalacat",2026,
TARLAC,,
Tarlac     ,2300,
San Miguel,2301,
Gerona,2302,
Sta. Ignacia,2303,
Mayantoc,2304,
San Clemente,2305,
Camiling,2306,
Paniqui,2307,
Moncada,2308,
San Manuel,2309,
Anao,2310,
Ramos,2311,
Pura,2312,
Victoria,2313,
La Paz,2314,
Capas,2315,
Concepcion,2316,
Bamban,2317,
San Jose,2318,
ZAMBALES,,
Olongapo City,2200,
Iba,2201,
Botolan,2202,
Cabangan,2203,
San Felipe,2204,
San Narciso,2205,
San Antonio,2206,
San Marcelino,2207,
Castillejos,2208,
Subic,2209,
Palauig,2210,
Masinloc,2211,
Candelaria,2212,
Sta. Cruz,2213,
REGION 4A - CALABARZON,,
BATANGAS,,
Batangas City,4200,
Bauan,4201,
Mabini,4202,
Tingloy,4203,
San Pascual,4204,
Alitagtag,4205,
Sta. Teresita,4206,
San Nicolas,4207,
Taal,4208,
Lemery,4209,
San Luis,4210,
Agoncillo,4211,
Calaca,4212,
Balayan,4213,
Tuy,4214,
Calatagan,4215,
Lian,4216,
Lipa City,4217,
Fernando Airbase,4218,
Balete,4219,
Talisay,4220,
Laurel,4221,
Cuenca,4222,
Mataas na Kahoy,4223,
Padre Garcia,4224,
Rosario,4225,
San Juan,4226,
San Jose,4227,
Taysan,4228,
Lobo,4229,
Ibaan,4230,
Nasugbu,4231,
Tanauan,4232,
Malvar,4233,
Sto. Tomas,4234,
CAVITE,,
Cavite City,4100,
Cavite Naval Base,4101,
Bacoor,4102,
Imus,4103,
Kawit,4104,
Noveleta,4105,
Rosario,4106,
Gen. Trias,4107,
Tanza,4108,
Trece Martirez City,4109,
Naic,4110,
Ternate,4111,
Maragondon,4112,
Magallanes,4113,
Dasmariñas,4114,
Dasmariñas Resettlement Area,4115,
Carmona,4116,
Gen. Mariano Alvarez,4117,
Silang,4118,
Amadeo,4119,
Tagaytay,4120,
Mendez,4121,
Indang,4122,
Alfonso,4123,
Gen. Aguinaldo (Bailen),4124,
Corregidor,4125,
Ist Cavite IND. Estate,4126,
Molino,4135,
LAGUNA,,
San Pablo City,4000,
Alaminos,4001,
Nagcarlan,4002,
Rizal,4003,
Liliw,4004,
Majayjay,4005,
Botocan,4006,
Magdalena,4007,
Pagsanjan,4008,
Sta. Cruz,4009,
Pila,4010,
Victoria,4011,
Caluan,4012,
Cavinti,4013,
Lumban,4014,
Kalayaan,4015,
Paete,4016,
Pakil,4017,
Pangil,4018,
Siniloan,4019,
Mabitac,4020,
Famy,4021,
Sta. Maria,4022,
San Pedro,4023,
Biñan,4024,
Cabuyao,4025,
Sta. Rosa,4026,
Calamba,4027,
Canlubang,4028,
Camp Vicente Lim,4029,
Los Baños,4030,
College Los Baños,4031,
Luisiana,4032,
Bay,4033,
Laguna Technopark,4034,
QUEZON PROVINCE,,
Quezon Capitol,4300,
Lucena City,4301,
Pagbilao,4302,
Padre Burgos,4303,
Agdangan,4304,
Unisan,4305,
Plaridel,4306,
Gumaca,4307,
Pitogo,4308,
Macalelon,4309,
General Luna,4310,
Catanauan,4311,
Mulanay,4312,
San Narciso,4313,
San Andres,4314,
San Francisco,4315,
Lopez,4316,
Hondagua,4317,
Calauag,4318,
Guinayangan,4319,
Buenavista,4320,
Tagkawayan,4321,
Sariaya,4322,
Candelaria,4323,
San Antonio,4324,
Tiaong,4325,
Dolores,4326,
Tayabas,4327,
Lucban,4328,
Sampaloc,4329,
Mauban,4330,
Atimonan,4331,
Quezon     ,4332,
Alabat,4333,
Perez,4334,
Real,4335,
Infanta,4336,
Panukulan,4337,
General Nakar,4338,
Polilio,4339,
Burdeos,4340,
Patnanungan,4341,
Jomalig,4342,
RIZAL PROVINCE,,
San Mateo,1850,
Montalban (Rodriguez),1860,
Antipolo,1870,
Mayamot,1871,
Bagong Nayon (Cogeo),1872,
Cupang,1873,
Langhaya,1874,
Mambagat,1875,
Teresa,1880,
Cainta,1900,
Pilillia,1910,
Taytay,1920,
Angono,1930,
Binangonan,1940,
Cardona,1950,
Morong,1960,
Baras,1970,
Tanay,1980,
Jala-Jala,1990,
REGION 4B - MIMAROPA,,
MARINDUQUE,,
Boac,4900,
Mogpog,4901,
Sta. Cruz,4902,
Torrijos,4903,
Buenavista,4904,
Gasan,4905,
OCCIDENTAL MINDORO,,
San Jose,5100,
Magsaysay,5101,
Calintaan,5102,
Rizal,5103,
Sablayan,5104,
Sta. Cruz,5105,
Mamburao,5106,
Palauan,5107,
Abra de Ilog,5108,
Lubang,5109,
Tilik,5110,
Looc,5111,
ORIENTAL MINDORO,,
Calapan,5200,
Baco,5201,
San Teodoro,5202,
Puerto Galera,5203,
Naujan,5204,
Victoria,5205,
Pola,5206,
Socorro,5207,
Pinamalayan,5208,
Gloria,5209,
Bansud,5210,
Bongabong,5211,
Roxas,5212,
Mansalay,5213,
Bulalacao,5214,
PALAWAN,,
Puerto Princesa City,5300,
Iwahig Penal Colony,5301,
Aborlan,5302,
Narra (Panacan),5303,
Quezon,5304,
Brooke's Point,5305,
Batazara,5306,
Balabac,5307,
Roxas,5308,
San Vicente,5309,
Dumaran,5310,
Araceli,5311,
Taytay,5312,
El Nido (Baquit),5313,
Linapacan,5314,
Culion,5315,
Coron,5316,
Busuanga,5317,
Cuyo,5318,
Magsaysay,5319,
Agutaya,5320,
Cagayancillo,5321,
Kalayaan,5322,
Rizal (Marcos),5323,
Sofronio Española,5324,
ROMBLON,,
Romblon     ,5500,
San Agustin,5501,
Sta. Maria (formerly Imelda),5502,
Calatrava,5503,
San Andres,5504,
Odiongan,5505,
Ferrol,5506,
Looc,5507,
Sta. Fe,5508,
Alcantara,5509,
San Jose,5510,
Magdiwang,5511,
Cajidiocan,5512,
San fernando,5513,
Corcuera,5514,
Banton (Jones),5515,
Concepcion,5516,
REGION 5 - BICOL REGION,,
ALBAY,,
Legazpi City,4500,
Daraga (Locsin),4501,
Camalig,4502,
Guinobatan,4503,
Ligao,4504,
Oas,4505,
Polangui,4506,
Libon,4507,
Sto. Domingo,4508,
Bacacay,4509,
Malilipot,4510,
Tabaco,4511,
Malinao,4512,
Tiwi,4513,
Manito,4514,
Jovellar,4515,
Pio Duran (Malacbalac),4516,
Rapu-Rapu,4517,
CAMARINES NORTE,,
Daet,4600,
Mercedes,4601,
Talisay,4602,
Vinzons,4603,
Labo,4604,
Paracale,4605,
Jose Panganiban,4606,
Capalonga,4607,
Basud,4608,
San Vicente,4609,
San Lorenzo Ruiz (formerly Imelda),4610,
Sta. Elena,4611,
Tulay na Lupa,4612,
CAMARINES SUR,,
Naga City,4400,
Camaligan,4401,
Canaman,4402,
Magarao,4403,
Bombon,4404,
Calabanga,4405,
Cabusao,4406,
Libmanan,4407,
Sipocot,4408,
Lupi,4409,
Ragay,4410,
Del Gallego,4411,
Gainza,4412,
Milaor,4413,
Minalabac,4414,
San Fernando,4415,
Pamplona,4416,
Pasacao,4417,
Pili,4418,
Ocampo,4419,
Tigaon,4420,
Sagnay,4421,
Goa,4422,
San Jose,4423,
Presentacion,4424,
Lagonoy,4425,
Tinambac,4426,
Siruma,4427,
Garchitorena,4428,
Caramoan,4429,
Bula,4430,
Iriga City,4431,
Baao,4432,
Buhi,4433,
Nabua,4434,
Bato,4435,
Balatan,4436,
CATANDUANES,,
Virac,4800,
Bato,4801,
San Miguel,4802,
Baras,4803,
Gigmoto,4804,
Viga,4805,
Panganiban,4806,
Bagamanoc,4807,
Caramoran,4808,
Pandan,4809,
San Andres,4810,
MASBATE,,
Masbate     ,5400,
Mobo,5401,
Uson,5402,
Dimasalang,5403,
Palanas,5404,
Cataingan,5405,
Pio V. Corpuz,5406,
Esperanza,5407,
Placer,5408,
Cawayan,5409,
Milagros,5410,
Mandaon,5411,
Balud,5412,
Baleno,5413,
Aroroy,5414,
Batuan,5415,
San Fernando,5416,
San Jacinto,5417,
Monreal ,5418,
Claveria,5419,
San Pascual,5420,
Buenavista,5421,
SORSOGON,,
Sorsogon  ,4700,
Bacon,4701,
Casiguran,4702,
Juban,4703,
Bulusan,4704,
Magallanes,4705,
Bulan,4706,
Irosin,4707,
Matnog,4708,
Sta. Magdalena,4709,
Gubat,4710,
Prieto Diaz,4711,
Barcelona,4712,
Castilla,4713,
Pilar,4714,
Donsol,4715,
REGION 14 - CAR,,
ABRA,,
Bangued,2800,
Dolores,2801,
Lagangilang,2802,
Tayum,2803,
Peñarrubia,2804,
Bucay,2805,
Pidigan,2806,
Langiden,2807,
San Quintin,2808,
San Isidro,2809,
Manabo,2810,
Villaviciosa,2811,
Pilar,2812,
Luba,2813,
Tubo,2814,
Boliney,2815,
Daguioman,2816,
Bucloc,2817,
Sal-Lapadan,2818,
Licuan-Baay,2819,
Malibcong,2820,
Lacub,2821,
Tineg,2822,
San Juan,2823,
Lagayan,2824,
Danglas,2825,
La Paz,2826,
BENGUET,,
Baguio City,2600,
La Trinidad,2601,
Phil. Military Academy (PMA),2602,
Tuba,2603,
Itogon,2604,
Bokod,2605,
Kabayan,2606,
Bugias,2607,
Mankayan,2608,
Lepanto,2609,
Bakun,2610,
Kibungan,2611,
Atok,2612,
Kapangan,2613,
Sablan,2614,
Tublay,2615,
IFUGAO,,
Lagawe,3600,
Banaue,3601,
Mayoyao,3602,
Hungduan,3603,
Kiangan,3604,
Lamut,3605,
Aguinaldo,3606,
Hingyon,3607,
Potia,3608,
Tinoc,3609,
Asipulo,3610,
KALINGA-APAYAO,,
Tabuk City,3800,
Balbalan,3801,
Lubuagan,3802,
Pasil,3803,
Tinglayan,3804,
Tanudan,3805,
Pinukpok,3806,
Conner,3807,
Rizal,3808,
Kabugao,3809,
Flora,3810,
Sta. Marcela,3811,
Pudtol,3812,
Luna,3813,
Calanasan,3814,
MOUNTAIN PROVINCE,,
Bontoc,2616,
Sadanga,2617,
Besao,2618,
Sagada,2619,
Tadian,2620,
Baukod,2621,
Sabangan,2622,
Barlig,2623,
Natonin,2624,
Paracelis,2625,
,,
*** NOTHING FOLLOWS ***,,
